integrated_category_id	integrated_category_label	naics_code	sic_code
17024	Retail > Computers and Electronics Retail > Camera Store	443142	5045
17025	Retail > Computers and Electronics Retail > Electronics Store	443142	5045
17026	Retail > Computers and Electronics Retail > Mobile Phone Store	517312	4812
17027	Retail > Computers and Electronics Retail > Video Games Store	443141	5064
17028	Retail > Construction Supplies Store	561730	782
17029	Retail > Convenience Store	445120	5411
17030	Retail > Cosmetics Store	446120	5087
17031	Retail > Costume Store	448190	5136
17032	Retail > Dance Store	44	
17033	Retail > Department Store	452210	5311
17034	Retail > Discount Store	44	
17035	Retail > Drugstore	446110	5122
17036	Retail > Duty-free Store	453998	5085
17037	Retail > Eyecare Store	446130	5995
17038	Retail > Fabric / Textiles Store	451130	5131
17039	Retail > Fashion Retail	4481	
17040	Retail > Fashion Retail > Batik Store	4481	
17041	Retail > Fashion Retail > Bridal Store	448190	5136
17042	Retail > Fashion Retail > Children's Clothing Store	448130	5137
17043	Retail > Fashion Retail > Clothing Store	448140	5651
17044	Retail > Fashion Retail > Fashion Accessories Store	448150	5611
17045	Retail > Fashion Retail > Jewelry Store	448310	5094
17046	Retail > Fashion Retail > Lingerie Store	448190	5136
17047	Retail > Fashion Retail > Men's Store	448110	5136
17048	Retail > Fashion Retail > Shoe Store	448210	5139
17049	Retail > Fashion Retail > Sunglasses Store	448150	5611
17050	Retail > Fashion Retail > Swimwear Store	448140	5651
17051	Retail > Fashion Retail > Watch Store	448310	5094
17052	Retail > Fashion Retail > Women's Store	448120	5137
17053	Retail > Fireworks Store	453998	5085
17054	Retail > Flea Market	454390	5142
17055	Retail > Floating Market	454390	5142
17056	Retail > Flower Store	453110	5992
17057	Retail > Food and Beverage Retail	445299	5143
17058	Retail > Food and Beverage Retail > Beer Store	445310	5181
17059	Retail > Food and Beverage Retail > Butcher	445210	5144
17060	Retail > Food and Beverage Retail > Candy Store	445292	5145
17061	Retail > Food and Beverage Retail > Cheese Store	445299	5143
17062	Retail > Food and Beverage Retail > Chocolate Store	445299	5143
17063	Retail > Food and Beverage Retail > Coffee Roaster	445299	5143
17064	Retail > Food and Beverage Retail > Dairy Store	445299	5143
17065	Retail > Food and Beverage Retail > Farmers' Market	445230	5148
17066	Retail > Food and Beverage Retail > Fish Market	445220	5146
17067	Retail > Food and Beverage Retail > Fruit and Vegetable Store	445230	5148
17068	Retail > Food and Beverage Retail > Gourmet Store	445299	5143
17069	Retail > Food and Beverage Retail > Grocery Store / Supermarket	445110	5141
17070	Retail > Food and Beverage Retail > Grocery Store / Supermarket > Organic Grocery	445110	5141
17071	Retail > Food and Beverage Retail > Health Food Store	446191	5122
17072	Retail > Food and Beverage Retail > Herbs and Spices Store	446191	5122
17073	Retail > Food and Beverage Retail > Imported Food Store	445299	5143
17074	Retail > Food and Beverage Retail > Kosher Store	445299	5143
17075	Retail > Food and Beverage Retail > Kuruyemişçi Shop	445299	5143
17076	Retail > Food and Beverage Retail > Liquor Store	445310	5181
17077	Retail > Food and Beverage Retail > Meat and Seafood Store	445299	5143
17078	Retail > Food and Beverage Retail > Sausage Store	445299	5143
17079	Retail > Food and Beverage Retail > Turşucu Shop	445299	5143
17080	Retail > Food and Beverage Retail > Wine Store	445310	5181
17081	Retail > Framing Store	442299	5719
17082	Retail > Furniture and Home Store	442110	5021
17083	Retail > Furniture and Home Store > Carpet Store	442210	5023
17084	Retail > Furniture and Home Store > Home Appliance Store	442110	5021
17085	Retail > Furniture and Home Store > Housewares Store	442110	5021
17086	Retail > Furniture and Home Store > Kitchen Supply Store	442299	5719
17087	Retail > Furniture and Home Store > Lighting Store	444190	5032
17088	Retail > Furniture and Home Store > Mattress Store	442110	5021
17089	Retail > Gift Store	453220	5199
17090	Retail > Hardware Store	444130	5072
17091	Retail > Hobby Store	451120	5092
17092	Retail > Knitting Store	451130	5131
17093	Retail > Leather Goods Store	448320	5948
17094	Retail > Luggage Store	448320	5948
17095	Retail > Medical Supply Store	446199	5047
17096	Retail > Miscellaneous Store	453998	5085
17097	Retail > Mobility Store	446199	5047
17098	Retail > Music Store	451140	5736
17099	Retail > Newsagent	451212	5994
17100	Retail > Newsstand	451212	5994
17101	Retail > Garden Center	444220	5153
17102	Retail > Office Supply Store	453210	5044
17103	Retail > Outdoor Supply Store	451110	5091
17104	Retail > Outlet Mall	44	
17105	Retail > Outlet Store	44	
17106	Retail > Packaging Supply Store	44	
17107	Retail > Party Supply Store	453220	5199
17108	Retail > Pawn Shop	522298	5932
17109	Retail > Perfume Store	446120	5087
17110	Retail > Pet Supplies Store	453910	5149
17111	Retail > Pop-Up Store	453998	5085
17112	Retail > Print Store	561439	7334
17113	Retail > Record Store	443142	5045
17114	Retail > Shopping Mall	44	
17115	Retail > Shopping Plaza	44	
17116	Retail > Souvenir Store	453220	5199
17117	Retail > Sporting Goods Retail	451110	5091
17118	Retail > Sporting Goods Retail > Baseball Store	451110	5091
17119	Retail > Sporting Goods Retail > Bicycle Store	451110	5091
17120	Retail > Sporting Goods Retail > Dive Store	44	
17121	Retail > Sporting Goods Retail > Fishing Store	451110	5091
17122	Retail > Sporting Goods Retail > Golf Store	451110	5091
17123	Retail > Sporting Goods Retail > Gun Store	451110	5091
17124	Retail > Sporting Goods Retail > Hunting Supply Store	451110	5091
17125	Retail > Sporting Goods Retail > Running Store	451110	5091
17126	Retail > Sporting Goods Retail > Skate Store	451110	5091
17127	Retail > Sporting Goods Retail > Ski Store	451110	5091
17128	Retail > Sporting Goods Retail > Soccer Store	451110	5091
17129	Retail > Sporting Goods Retail > Surf Store	451110	5091
17130	Retail > Sporting Goods Retail > Tennis Store	451110	5091
17131	Retail > Stationery Store	453210	5044
17132	Retail > Supplement Store	446191	5122
17133	Retail > Swimming Pool Supply Store	453998	5085
17134	Retail > Tobacco Store	453991	5194
17135	Retail > Toy / Game Store	451120	5092
17136	Retail > Vaporizer Store	453991	5194
17137	Retail > Video Store	443142	5045
17138	Retail > Vintage and Thrift Store	453310	5932
17139	Retail > Warehouse / Wholesale Store	493110	4225
18000	Sports and Recreation	713940	7991
18001	Sports and Recreation > Athletic Field	713940	7991
18002	Sports and Recreation > Baseball	713940	7991
18003	Sports and Recreation > Baseball > Baseball Club	713940	7991
18004	Sports and Recreation > Baseball > Baseball Field	713940	7991
18005	Sports and Recreation > Baseball > Batting Range	713940	7991
18006	Sports and Recreation > Basketball	713940	7991
18007	Sports and Recreation > Basketball > Basketball Club	713940	7991
18008	Sports and Recreation > Basketball > Basketball Court	713940	7991
18009	Sports and Recreation > Bowling Green	713940	7991
18010	Sports and Recreation > Cricket Ground	7139	
18011	Sports and Recreation > Curling Ice	713940	7991
18012	Sports and Recreation > Equestrian Facility	713940	7991
18013	Sports and Recreation > Football	713940	7991
18014	Sports and Recreation > Football > Football Club	713940	7991
18015	Sports and Recreation > Football > Football Field	713940	7991
18016	Sports and Recreation > Golf	713940	7991
18017	Sports and Recreation > Golf > Golf Club	713940	7991
18018	Sports and Recreation > Golf > Golf Course	713940	7991
18019	Sports and Recreation > Golf > Golf Driving Range	713940	7991
18020	Sports and Recreation > Gun Range	713990	7911
18021	Sports and Recreation > Gym and Studio	713940	7991
18022	Sports and Recreation > Gym and Studio > Boxing Gym	713940	7991
18023	Sports and Recreation > Gym and Studio > Climbing Gym	713940	7991
18024	Sports and Recreation > Gym and Studio > Cycle Studio	713940	7991
18025	Sports and Recreation > Gym and Studio > Dance Studio	71	
18026	Sports and Recreation > Gym and Studio > Outdoor Gym	713940	7991
18027	Sports and Recreation > Gym and Studio > Pilates Studio	713940	7991
18028	Sports and Recreation > Gym and Studio > Yoga Studio	713940	7991
18029	Sports and Recreation > Gymnastics	713940	7991
18030	Sports and Recreation > Gymnastics > Gymnastics Center	713940	7991
18031	Sports and Recreation > Hockey	713940	7991
18032	Sports and Recreation > Hockey > Hockey Club	713940	7991
18033	Sports and Recreation > Hockey > Hockey Field	713940	7991
18034	Sports and Recreation > Hockey > Hockey Rink	713940	7991
18035	Sports and Recreation > Indoor Play Area	713940	7991
18036	Sports and Recreation > Martial Arts Dojo	713940	7991
18037	Sports and Recreation > Paintball Field	713940	7991
18038	Sports and Recreation > Personal Trainer	713940	7991
18039	Sports and Recreation > Race Track	711212	7948
18040	Sports and Recreation > Racquet Sports	713940	7991
18041	Sports and Recreation > Racquet Sports > Badminton Court	713940	7991
18042	Sports and Recreation > Racquet Sports > Racquet Sport Club	713940	7991
18043	Sports and Recreation > Racquet Sports > Racquetball Club	713940	7991
18044	Sports and Recreation > Racquet Sports > Squash Court	713940	7991
18045	Sports and Recreation > Racquet Sports > Tennis	713940	7991
18046	Sports and Recreation > Racquet Sports > Tennis > Tennis Club	713940	7991
18047	Sports and Recreation > Racquet Sports > Tennis > Tennis Court	713940	7991
18048	Sports and Recreation > Recreation Center	713940	7991
18049	Sports and Recreation > Rugby	713940	7991
18050	Sports and Recreation > Rugby > Rugby Pitch	713940	7991
18051	Sports and Recreation > Running and Track	713940	7991
18052	Sports and Recreation > Running and Track > Running Club	713940	7991
18053	Sports and Recreation > Running and Track > Track	713940	7991
18054	Sports and Recreation > Skating	713940	7991
18055	Sports and Recreation > Skating > Skate Park	713940	7991
18056	Sports and Recreation > Skating > Skating Rink	713940	7991
18057	Sports and Recreation > Skydiving Center	611620	7999
18058	Sports and Recreation > Snow Sports	713940	7991
18059	Sports and Recreation > Snow Sports > Ski Chalet	71392	
18060	Sports and Recreation > Snow Sports > Ski Lodge	71392	
18061	Sports and Recreation > Snow Sports > Ski Resorts and Areas	71392	
18062	Sports and Recreation > Soccer	713940	7991
18063	Sports and Recreation > Soccer > Soccer Club	713940	7991
18064	Sports and Recreation > Soccer > Soccer Field	713940	7991
18065	Sports and Recreation > Sports Club	713940	7991
18066	Sports and Recreation > Volleyball Court	713940	7991
18067	Sports and Recreation > Water Sports	713940	7991
18068	Sports and Recreation > Water Sports > Canoe and Kayak Rental	532284	7999
18069	Sports and Recreation > Water Sports > Rafting Outfitter	712190	7999
18070	Sports and Recreation > Water Sports > Sailing Club	713940	7991
18071	Sports and Recreation > Water Sports > Scuba Diving Instructor	713940	7991
18072	Sports and Recreation > Water Sports > Surfing	713940	7991
18073	Sports and Recreation > Water Sports > Swimming	713940	7991
18074	Sports and Recreation > Water Sports > Swimming > Swimming Club	713940	7991
18075	Sports and Recreation > Water Sports > Swimming > Swimming Pool	71	
18076	Sports and Recreation > Water Sports > Swimming > Swim School	611519	8243
19000	Travel and Transportation	48	
19001	Travel and Transportation > Baggage Locker	488119	4581
19002	Travel and Transportation > Bike Rental	532284	7999
19003	Travel and Transportation > Boat Rental	532284	7999
19004	Travel and Transportation > Border Crossing	561612	7381
19005	Travel and Transportation > Cruise	487210	4489
19006	Travel and Transportation > Electric Vehicle Charging Station	48	
19007	Travel and Transportation > Fuel Station	447190	5541
19008	Travel and Transportation > Hot Air Balloon Tour Agency	7211	
19009	Travel and Transportation > Lodging	48	
19010	Travel and Transportation > Lodging > Bed and Breakfast	721110	7011
19011	Travel and Transportation > Lodging > Boarding House	721110	7011
19012	Travel and Transportation > Lodging > Cottage / Cabin	48	
19013	Travel and Transportation > Lodging > Hostel	721110	7011
19014	Travel and Transportation > Lodging > Hotel	721110	7011
19015	Travel and Transportation > Lodging > Inn	721110	7011
19016	Travel and Transportation > Lodging > Lodge	721110	7011
19017	Travel and Transportation > Lodging > Motel	721110	7011
19018	Travel and Transportation > Lodging > Resort	721110	7011
19019	Travel and Transportation > Lodging > Vacation Rental	531190	6515
19020	Travel and Transportation > Parking	812930	7299
19021	Travel and Transportation > Pier	488310	4491
19022	Travel and Transportation > Platform	485111	4111
19023	Travel and Transportation > Port	488310	4491
19024	Travel and Transportation > Rest Area	48	
19025	Travel and Transportation > RV Park	721211	7033
19026	Travel and Transportation > Toll Booth	488490	4173
19027	Travel and Transportation > Toll Plaza	488490	4173
19028	Travel and Transportation > Tourist Information and Service	561591	7389
19029	Travel and Transportation > Tourist Information and Service > Tour Provider	561520	4725
19030	Travel and Transportation > Transport Hub	48	
19031	Travel and Transportation > Transport Hub > Airport	488119	4581
19032	Travel and Transportation > Transport Hub > Airport > Airfield	488119	4581
19033	Travel and Transportation > Transport Hub > Airport > Airport Food Court	488119	4581
19034	Travel and Transportation > Transport Hub > Airport > Airport Gate	488119	4581
19035	Travel and Transportation > Transport Hub > Airport > Airport Lounge	488119	4581
19036	Travel and Transportation > Transport Hub > Airport > Airport Service	488119	4581
19037	Travel and Transportation > Transport Hub > Airport > Airport Terminal	488119	4581
19038	Travel and Transportation > Transport Hub > Airport > Airport Tram Station	488119	4581
19039	Travel and Transportation > Transport Hub > Airport > Baggage Claim	488119	4581
19040	Travel and Transportation > Transport Hub > Airport > International Airport	488119	4581
19041	Travel and Transportation > Transport Hub > Airport > Private Airport	488119	4581
19042	Travel and Transportation > Transport Hub > Bus Station	485113	4111
19043	Travel and Transportation > Transport Hub > Bus Stop	485113	4111
19044	Travel and Transportation > Transport Hub > Heliport	488119	4581
19045	Travel and Transportation > Transport Hub > Marine Terminal	488310	4491
19046	Travel and Transportation > Transport Hub > Metro Station	485111	4111
19047	Travel and Transportation > Transport Hub > Rail Station	485111	4111
19048	Travel and Transportation > Transport Hub > Rental Car Location	532111	7514
19049	Travel and Transportation > Transport Hub > Taxi Stand	485310	4121
19050	Travel and Transportation > Transport Hub > Tram Station	485111	4111
19051	Travel and Transportation > Transportation Service	561599	4729
19052	Travel and Transportation > Transportation Service > Charter Bus	561599	4729
19053	Travel and Transportation > Transportation Service > Limo / Chauffeur	561599	4729
19054	Travel and Transportation > Transportation Service > Public Transportation	561599	4729
19055	Travel and Transportation > Travel Agency	561510	4724
19056	Travel and Transportation > Travel Lounge	561599	4729
